Licitações que incluem este item de material. > uri,Intenções de registro de preço que incluem este item de material. > uri,Código do Item,Descrição do Item,Grupo,Classe,PDM,Status,Sustentável
/licitacoes/v1/licitacoes?item_material=70920,/licitacoes/v1/irps?item_material=70920,70920,"MINI COMPUTADOR, MINI COMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7020: UNIDADES CENTRAIS DE PROCESSAMENTO DE DADOS ANALÓGICOS,9773: MINI COMPUTADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=71382,/licitacoes/v1/irps?item_material=71382,71382,"PLACA PCI, PLACA DE EXPANSAO DE MEMORIA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,10830: PLACA PCI,Ativo,Não
/licitacoes/v1/licitacoes?item_material=71498,/licitacoes/v1/irps?item_material=71498,71498,"CONJUNTO MANUTENÇÃO IMPRESSORA / COPIADORA, CONJUNTO DE LIMPEZA PARA COPIADORA / COM","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7035: EQUIPAMENTOS SUPORTES DE PROCESSAMENTO AUTOMÁTICO DE DADOS,5732: CONJUNTO MANUTENÇÃO IMPRESSORA / COPIADORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=71803,/licitacoes/v1/irps?item_material=71803,71803,"EQUIPAMENTO DE COLETA DE DADOS, EQUIPAMENTO DE COLETA DE DADOS","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,6669: EQUIPAMENTO DE COLETA DE DADOS,Ativo,Não
/licitacoes/v1/licitacoes?item_material=74632,/licitacoes/v1/irps?item_material=74632,74632,"ATIVADOR DE LEITORA / COPIADORA  DE MICROFILME SISTEMA COM, ATIVADOR DE LEITORA / COPIADORA  DE MICR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7050: COMPONENTES PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,3114: ATIVADOR DE LEITORA / COPIADORA  DE MICROFILME SISTEMA COM,Ativo,Não
/licitacoes/v1/licitacoes?item_material=76244,/licitacoes/v1/irps?item_material=76244,76244,"UNIDADE DISCO, UNIDADE / DISCO MAGNETICO FLEXIVEL - PRO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,244: UNIDADE DISCO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=94684,/licitacoes/v1/irps?item_material=94684,94684,"MOUSE PAD, SUPORTE ANTI - ESTATICO PARA MOUSE","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7035: EQUIPAMENTOS SUPORTES DE PROCESSAMENTO AUTOMÁTICO DE DADOS,240: MOUSE PAD,Ativo,Não
/licitacoes/v1/licitacoes?item_material=94730,/licitacoes/v1/irps?item_material=94730,94730,"MONITOR VÍDEO, MONITOR / VIDEO - MICROCOMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,230: MONITOR VÍDEO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=94889,/licitacoes/v1/irps?item_material=94889,94889,"CARTUCHO IMPRESSÃO, CARTUCHO PARA IMPRESSORA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,123: CARTUCHO IMPRESSÃO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=94927,/licitacoes/v1/irps?item_material=94927,94927,"CONECTOR / CABO IMPRESSORA - SERIAL / PARALELO, CONECTOR / CABO IMPRESSORA - SERIAL / PA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,5571: CONECTOR / CABO IMPRESSORA - SERIAL / PARALELO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=94943,/licitacoes/v1/irps?item_material=94943,94943,"CHAVEADORA, CHAVEADOR ( SWITCH )- MICROCOMPUTADOR /","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,210: CHAVEADORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=94951,/licitacoes/v1/irps?item_material=94951,94951,"FONTE ALIMENTAÇÃO IMPRESSORA, FONTE ALIMENTACAO PARA COMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,221: FONTE ALIMENTAÇÃO IMPRESSORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=95036,/licitacoes/v1/irps?item_material=95036,95036,"CILINDRO MÁQUINA IMPRESSORA / COPIADORA, CILINDRO FOTO CONDUTOR PARA IMPRESSORA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,211: CILINDRO MÁQUINA IMPRESSORA / COPIADORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=95052,/licitacoes/v1/irps?item_material=95052,95052,"CONTROLADORA DE DISCO PARA COMPUTADOR, CONTROLADORA DE DISCO PARA COMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,5819: CONTROLADORA DE DISCO PARA COMPUTADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=95141,/licitacoes/v1/irps?item_material=95141,95141,"ELIMINADOR DE ESTATICA - TECLADO ( INFORMATICA ), ELIMINADOR DE ESTATICA - TECLADO ( INFOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,6484: ELIMINADOR DE ESTATICA - TECLADO ( INFORMATICA ),Ativo,Não
/licitacoes/v1/licitacoes?item_material=96253,/licitacoes/v1/irps?item_material=96253,96253,"EQUIPAMENTO ELETRONICO DE DISTRIBUICAO DE DADOS ( REDE DE MICRO - HUB ), EQUIPAMENTO ELETRONICO DE DISTRIBUICAO D","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,13560: EQUIPAMENTO ELETRONICO DE DISTRIBUICAO DE DADOS ( REDE DE MICRO - HUB ),Ativo,Não
/licitacoes/v1/licitacoes?item_material=96261,/licitacoes/v1/irps?item_material=96261,96261,"EQUIPAMENTO / COMPONENTE - PROCESSADOR DE IMAGEM  ( SCANNER ), EQUIPAMENTO / COMPONENTE - PROCESSADOR D","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7035: EQUIPAMENTOS SUPORTES DE PROCESSAMENTO AUTOMÁTICO DE DADOS,6634: EQUIPAMENTO / COMPONENTE - PROCESSADOR DE IMAGEM  ( SCANNER ),Ativo,Não
/licitacoes/v1/licitacoes?item_material=96725,/licitacoes/v1/irps?item_material=96725,96725,"PEÇAS E COMPONENTES COPIADORA / IMPRESSORA, PECAS / COMPONENTES - COPIADORA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,10570: PEÇAS E COMPONENTES COPIADORA / IMPRESSORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=98060,/licitacoes/v1/irps?item_material=98060,98060,"MASTER PARA DUPLICADOR DIGITAL, PAPEL TERMO SENSIVEL PARA REPRODUCAO EM","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,10404: MASTER PARA DUPLICADOR DIGITAL,Ativo,Não
/licitacoes/v1/licitacoes?item_material=98191,/licitacoes/v1/irps?item_material=98191,98191,"MICROCOMPUTADOR PESSOAL NOTEBOOK, MICROCOMPUTADOR PESSOAL TIPO NOTEBOOK","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,9726: MICROCOMPUTADOR PESSOAL NOTEBOOK,Ativo,Não
/licitacoes/v1/licitacoes?item_material=98205,/licitacoes/v1/irps?item_material=98205,98205,"MICROCOMPUTADOR PESSOAL TIPO LAPTOP, MICROCOMPUTADOR PESSOAL TIPO LAPTOP","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,9725: MICROCOMPUTADOR PESSOAL TIPO LAPTOP,Ativo,Não
/licitacoes/v1/licitacoes?item_material=100366,/licitacoes/v1/irps?item_material=100366,100366,"PROGRAMA APLICATIVO, PROGRAMA ( SOFTWARE ) DE ADVOCACIA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7030: SOFTWARE DE PROCESSAMENTO AUTOMÁTICO DE DADOS,232: PROGRAMA APLICATIVO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=100374,/licitacoes/v1/irps?item_material=100374,100374,"PROGRAMA APLICATIVO, PROGRAMA ( SOFTWARE ) DE USO EM AREA IMO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7030: SOFTWARE DE PROCESSAMENTO AUTOMÁTICO DE DADOS,232: PROGRAMA APLICATIVO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=101834,/licitacoes/v1/irps?item_material=101834,101834,"CARTUCHO TINTA IMPRESSORA, TINTA PARA ELETROCARDIOGRAFO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,12754: CARTUCHO TINTA IMPRESSORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=102490,/licitacoes/v1/irps?item_material=102490,102490,"IMPRESSORA - MATRICIAL ( IMPACTO ) / COMPONENTES, IMPRESSORA - MATRICIAL ( IMPACTO ) / COM","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,13576: IMPRESSORA - MATRICIAL ( IMPACTO ) / COMPONENTES,Ativo,Não
/licitacoes/v1/licitacoes?item_material=102504,/licitacoes/v1/irps?item_material=102504,102504,"CONJUNTO MULTIMÍDIA, CONJUNTO ( KIT ) MULTIMIDIA  PARA  MICRO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,213: CONJUNTO MULTIMÍDIA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=103039,/licitacoes/v1/irps?item_material=103039,103039,"LEITORA CÓDIGO BARRA, LEITORA DE CODIGO DE BARRA / CMC7 / CART","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,227: LEITORA CÓDIGO BARRA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=103047,/licitacoes/v1/irps?item_material=103047,103047,"ESTAÇÃO TRABALHO PROCESSAMENTO DE DADOS, ESTACAO TRABALHO - PROCESSAMENTO DE DADO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,7086: ESTAÇÃO TRABALHO PROCESSAMENTO DE DADOS,Ativo,Não
/licitacoes/v1/licitacoes?item_material=103349,/licitacoes/v1/irps?item_material=103349,103349,"PROGRAMA APLICATIVO, PROGRAMA ( SOFTWARE ) PARA CONSULTA DE T","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7030: SOFTWARE DE PROCESSAMENTO AUTOMÁTICO DE DADOS,232: PROGRAMA APLICATIVO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=104620,/licitacoes/v1/irps?item_material=104620,104620,"ROTEADOR, ROTEADOR - INTERLIGACAO REDE COMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,237: ROTEADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=105899,/licitacoes/v1/irps?item_material=105899,105899,"INDICADOR DIGITAL DE POSICAO, INDICADOR DIGITAL DE POSICAO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7021: UNIDADES CENTRAIS DE PROCESSAMENTO DIGITAIS,8353: INDICADOR DIGITAL DE POSICAO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=105902,/licitacoes/v1/irps?item_material=105902,105902,"MESA DIGITALIZADORA / COMPONENTES, MESA DIGITALIZADORA / COMPONENTES","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,9636: MESA DIGITALIZADORA / COMPONENTES,Ativo,Não
/licitacoes/v1/licitacoes?item_material=105929,/licitacoes/v1/irps?item_material=105929,105929,"FOTOPLOTER DIGITAL, TRACADOR GRAFICO / PLOTER","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,12854: FOTOPLOTER DIGITAL,Ativo,Não
/licitacoes/v1/licitacoes?item_material=105937,/licitacoes/v1/irps?item_material=105937,105937,"VALIDADOR ELETRONICO DE BILHETE, VALIDADOR ELETRONICO DE BILHETE","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7021: UNIDADES CENTRAIS DE PROCESSAMENTO DIGITAIS,13240: VALIDADOR ELETRONICO DE BILHETE,Ativo,Não
/licitacoes/v1/licitacoes?item_material=105996,/licitacoes/v1/irps?item_material=105996,105996,"TERMINAL DE LEITURA -  CARTAO INTELIGENTE ( SMART CARD ), TERMINAL DE LEITURA -  CARTAO INTELIGENT","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,12652: TERMINAL DE LEITURA -  CARTAO INTELIGENTE ( SMART CARD ),Ativo,Não
/licitacoes/v1/licitacoes?item_material=106844,/licitacoes/v1/irps?item_material=106844,106844,"IMPRESSORA - ESCRITA BRAILLE, IMPRESSORA - ESCRITA BRAILLE","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,8312: IMPRESSORA - ESCRITA BRAILLE,Ativo,Não
/licitacoes/v1/licitacoes?item_material=107018,/licitacoes/v1/irps?item_material=107018,107018,"IMPRESSORA IDENTIFICADORA, IMPRESSORA - CERA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,8310: IMPRESSORA IDENTIFICADORA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=107603,/licitacoes/v1/irps?item_material=107603,107603,"IMPRESSORA CÓDIGO DE BARRAS, IMPRESSORA - CODIGO DE BARRA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,8311: IMPRESSORA CÓDIGO DE BARRAS,Ativo,Não
/licitacoes/v1/licitacoes?item_material=107611,/licitacoes/v1/irps?item_material=107611,107611,"IMPRESSORA - CARTÃO / CRACHÁ, IMPRESSORA - CARTAO / CRACHA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,8309: IMPRESSORA - CARTÃO / CRACHÁ,Ativo,Não
/licitacoes/v1/licitacoes?item_material=108359,/licitacoes/v1/irps?item_material=108359,108359,"GABINETE, GABINETE PARA MICROCOMPUTADOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7050: COMPONENTES PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,222: GABINETE,Ativo,Não
/licitacoes/v1/licitacoes?item_material=108774,/licitacoes/v1/irps?item_material=108774,108774,"SISTEMA GLOBAL DE POSICIONAMENTO - GLOBAL, SISTEMA GLOBAL DE POSICIONAMENTO - GLOBA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7010: GRUPO DE DISPOSITIVOS FUNCIONANDO COMO UM SISTEMA,12147: SISTEMA GLOBAL DE POSICIONAMENTO - GLOBAL,Ativo,Não
/licitacoes/v1/licitacoes?item_material=109100,/licitacoes/v1/irps?item_material=109100,109100,"IMPRESSORA TÉRMICA, IMPRESSORA - TERMICA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,8313: IMPRESSORA TÉRMICA,Ativo,Não
/licitacoes/v1/licitacoes?item_material=110027,/licitacoes/v1/irps?item_material=110027,110027,"PLACA COMUNICAÇÃO, PLACA CONTROLADORA VIDEO / MONITOR","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,234: PLACA COMUNICAÇÃO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=110035,/licitacoes/v1/irps?item_material=110035,110035,"TONALIZADOR, TONER PARA PLOTER","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,142: TONALIZADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=110612,/licitacoes/v1/irps?item_material=110612,110612,"PROGRAMA APLICATIVO, PROGRAMA ( SOFTWARE ) - PATRIMONIO / IVE","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7030: SOFTWARE DE PROCESSAMENTO AUTOMÁTICO DE DADOS,232: PROGRAMA APLICATIVO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=110698,/licitacoes/v1/irps?item_material=110698,110698,"PROGRAMA APLICATIVO, PROGRAMA ( SOFTWARE ) - DESENHO TECNICO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7030: SOFTWARE DE PROCESSAMENTO AUTOMÁTICO DE DADOS,232: PROGRAMA APLICATIVO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=110841,/licitacoes/v1/irps?item_material=110841,110841,"PLACA COMUNICAÇÃO, PLACA COMUNICACAO - FAX / MODEM","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,234: PLACA COMUNICAÇÃO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=111015,/licitacoes/v1/irps?item_material=111015,111015,"PROGRAMA APLICATIVO, PROGRAMA ( SOFTWARE ) - EDUCATIVO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7030: SOFTWARE DE PROCESSAMENTO AUTOMÁTICO DE DADOS,232: PROGRAMA APLICATIVO,Ativo,Não
/licitacoes/v1/licitacoes?item_material=111023,/licitacoes/v1/irps?item_material=111023,111023,"IMPRESSORA DIGITAL, IMPRESSORA DIGITAL","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,8316: IMPRESSORA DIGITAL,Ativo,Não
/licitacoes/v1/licitacoes?item_material=111112,/licitacoes/v1/irps?item_material=111112,111112,"CONECTOR / CABO ( FLAT CABLE ) - MICROCOMPUTADOR, CONECTOR / CABO ( FLAT CABLE ) - MICROCO","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7045: ARTIGOS DIVERSOS PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,5570: CONECTOR / CABO ( FLAT CABLE ) - MICROCOMPUTADOR,Ativo,Não
/licitacoes/v1/licitacoes?item_material=111317,/licitacoes/v1/irps?item_material=111317,111317,"UNIDADE DE GRAVAÇÃO EXTERNA / INTERNA, UNIDADE DE GRAVACAO EXTERNA","70: EQUIPAMENTO PARA PROCESSAMENTO AUTOMÁTICO DE DADOS,(INCLUIN-DO FIRMWARE), SOFTWARE, ACESSÓRIOS E EQUIPAMENTO DE SUPORTE ",7025: UNIDADES DE ARMAZENAMENTO DE ENTRADA E SAÍDA DE DADOS,13174: UNIDADE DE GRAVAÇÃO EXTERNA / INTERNA,Ativo,Não
